labelcode,cutword
7,臺北市 執行 能源 管理法 第八條 指定 能源 用戶 應 遵行 節約能源 規定 查核 程序 為何
144,查詢 土地 是否 徵收 價購 途徑 為何
96,新移民 是否 專門 開班 學習 中文
41,進口 貨物 繳的稅 計算
46,不服 稅捐稽徵 機關 核定 稅額 處分 復 查 程序 是否 直接 提起 訴願
117,本市 重劃 區抵 費地 辦理 公開招標 投標人 資格
1,中小企業 融資 貸款 貸款 所稱 小規模 商業 認定 其所 包含 行業
129,環境保護局 廢棄物 處理 場內 設置 山豬窟 游泳池 開放 時間
35,持 臺北市 身心障礙 停車 識別證 縣市 是否 優惠 縣市 臺北市 停車 是否 優惠
143,學校 減班 調動 辦法
148,請問 使用 公園 場地 申借 公園 音樂 台應 申請
38,翡翠水庫 宣導 項目 可供 民眾 參加
9,臺北市 老人 健保 自付 額 補助 仍未 補助
147,請問 衛生紙 直接 丟入 馬桶 中
14,進口 有機 農產品 有機 農產 加工品 國內 分裝 加工 流通 分裝 加工 流通 過程 是否 須 驗證 申請 驗證 是否 應先 申請 核發 有機 標示 同意 文件
45,凱達格蘭文化館 開館 時間 為何
3,未滿 歲 兒少 可否 觀看 使用暴力 色情 猥褻 電腦 遊戲 軟體
76,何種 用途 規模 建築物 室內 裝修 應 申請 審查 許可
75,請問 可有 人 陪病
45,設籍 臺北市 因故 未 實際 居住 臺北市 申請 原住民 兒童 托育 補助
119,新 申請 攤販 證須 準備 資料
24,申請人 選定 仲裁委員會 進行 仲裁 仲裁委員會 產生
146,颱風天 路 樹 砸傷 是否 申請 國賠
71,送交 動物 之家 收容 流浪犬 貓 是否 皆 確實 作 晶片 掃描 通知 主人 未 植入 晶片 之犬貓 飼 主要 查詢 是否 已 遭 安樂死 處理
90,索取 藝文 推廣 處 每月 藝文 快訊
42,請問 可否 使用 加班 補休 休假 出國 旅遊
79,請問 得知 田園城市 基地 認養 相關 資訊
5,索取 就業者 家庭 部分 托育 費用 補助 申請表 件
44,車輛 已損壞 不堪 使用 時 應 辦理 手續
139,押 標金 履約保證 金 差額 保證金 保固 保證金 繳納 方式 為何
15,何謂 物價指數 何以 現編 物價指數 顯示 物價 變動 趨勢 大眾 感受
104,家暴 案件 被害人 法院 未 核發 民事 保護 令前 警政 單位 主動 關懷 適時 保護 被害人 具體 作法
13,臺北市立 陽明 教養院 教養 內容
18,聯合開發 土地 開發 投資人 義務 為何
42,請問 可否 使用 加班 補休 休假 出國 旅遊
39,本市 新移民 家庭 子女 進入 公立 幼兒園 就學 優惠 措施 額度
133,我用 臺北 公眾 區 免費 無線 上網 遇到 問題 詢問
25,登革熱 治療 有無 疫苗
47,駕駛 加班費 小時 支給 費額 計算
108,國內 野生動物 保育 分級 為何
129,環境保護局 山水綠生態公園 交通 問題
41,請問 臺北市 稅捐處 中正 分處 電話 地址
100,想 了解 黃土水 水牛 群像 這件 作品
22,未收 罰單 卻 年後 收到 裁決書 應 處理
51,選購 安全 爆竹 煙火 產品
123,刷卡 扣款 異常 情形
125,假日 黃線 路段 開放 停車 是否 相關 網頁 可供 查詢
53,為何 職安法將 機械設備 管制 範圍 擴大 製造者 輸入 供應者 雇主 課予 義務
2,需求 評估 評估 經濟 狀況 影響 補助 領取 資格 額度
101,辦理 勞動 教育 每場 補助 經費
124,臺北市 職能 發展 學院 場地 租借 有何 限制
131,雨水 下水 道人 孔蓋 損壞 產生 噪音 通報 改善
42,勞動基準法 正常 工時 延長 工時 規定 為何
84,申請 集會遊行 應 填具 文件 資料
111,何謂 調解 造人
101,勞動 教育經費 補助 申請 期限
23,請問 應徵 工作 老闆 要收 保證金 給他 給了 回來
10,臺北市 綠色 產業 推動 計畫 輔導 經費 政府 廠商 比例 為何
52,低收入 戶 是否 出示 低收入 戶卡 影本 享用 運動 中心 相關 優惠
100,請問 中山堂 場地 租借 費用
93,公辦 市民 參與 機制 強 行將 我家 納入 公辦 範圍
63,府 管計畫 是否 調整 撤銷
48,請問 預立 醫療 決定 AD 放棄 醫療 之前 DNR 施行 心肺復甦 術 安寧 緩和 醫療 意願 書有
25,登革熱 噴藥 後 注意事項
115,請問 內湖垃圾焚化廠 參訪 學習 可否 代為 安排 發給 環境教育 小時 證明 申請
145,有何 管道 可於 臺北市立美術館 展出 創作
106,迪化 污水處理 廠 附設 休閒 運動公園 夜間 開放 球場 照明 幾點
104,性 侵害 遭受 性 侵害 時 單位 求助 警察機關 保護措施 流程
74,許可 使用 範圍 設施 物 相關 規定 為何
138,疑似 不當 對待 虐待 犬 隻 處理
23,照護 補助 申請人 應 檢附 文件
106,迪化 廠 生水 來源 為何
34,為何 違規 使用 敬老 卡 愛心卡 須 罰款 倍 車資
74,申請人 本市 人行道 設置 露天 座 時應 繳納 相關 費用 計算 方式 為何
117,市地 重劃 後 抵費 處分 盈餘 款 可否 比例 發還 土地 所有權 人
31,民眾 檢舉 交通 違規 期限 規定
123,新一代 學生 悠遊卡 享有 學生 票價 優惠
34,捷運 公司 管轄 捷運 地下街 位置 店鋪 營運 時間
141,請問 申請 配租 公有 零售 市場 攤 鋪 位 須要 繳交 費用
132,是否 經營 不動產 仲介 代銷 經紀 業
70,貓空 陽明山 遊園 公車 車資
3,發 現有 兒童 少年 含 發展 遲緩 身心障礙者 遭 遺棄 虐待 未受 適當 養育 照顧 長期 未 進食 生活 流浪 父母 主要 照顧 生病 入獄 需 緊急 安置
3,發 現有 兒童 少年 含 發展 遲緩 身心障礙者 遭 遺棄 虐待 未受 適當 養育 照顧 長期 未 進食 生活 流浪 父母 主要 照顧 生病 入獄 需 緊急 安置
99,商業登記 法 修正 後 市府 管理 違規 商業
25,麻疹 接觸 處置
4,廠商 詢問 財物 勞務 工程 付款 進度
14,申請 菁山 苗圃 園區 導覽
136,申請 工廠 登記 須 準備 文件
2,日間 作業 設施 小作 失能 身心障礙 日間 照顧 中心 差異 為何
89,請問 天文館 嬰兒車 輪椅 提供 借用 需要 收費
105,請問 迪化 污水處理 廠 參訪 學習 可否 代為 安排 發給 環境教育 小時 證明 申請
124,參訓 學員 培育 後 始 具有 特定 對象 身分 可否 請領 職訓 生活 津貼
50,申請 閱覽 複印 已 歸檔 登記 申請書 附件 應備 文件
85,請問 是否 利用 電話 查詢 契稅 申報 案件 辦理 進度
85,依法 指定 古蹟 用地 可不可以 減免 地價稅
19,校園 開放 臺北市 公立 各級 學校 泳池 借用
130,廢棄物 代 處理 申請 處理 廢棄物 事業廢棄物 費用 計算
80,請問 前往 內湖 教室 路線
62,何謂 合併 複 丈 申請 合併 複 丈 是否 需 繳納 規費
29,申請 公寓大廈 組織 報備
6,戶長 住 新北市 小孩 住 臺北市 寄住 親戚家 小孩 申請 低收入 戶
113,無障礙計程車 叫車 有何 資格 限制
11,合作社 申請 應向 單位 申請
87,臺北市政府 網站 是否 查詢 連結 臺北市 各級 學校 網站
84,紅燈 時機 車 駕駛 人以 牽引 方式 進入 行人穿越道 是否 違規
9,臺北市 獨居 長者 定義
40,校園霸凌 事件 行為 人 要負 法律責任
127,請問 山區 免費 狂犬病 預防注射 巡迴 時間 地點 報名
116,不動產 租賃 成交 案件 未 透過 不動產 經紀 業者 成交 是否 須 申報
55,雇主 單方面 想 外籍勞工 提前 解約 須 符合 規定
76,若要 辦理 門牌 分戶 更動 住宅 牆面 時 應備何 文件 申請 室內 裝修 行為 相同
94,請問 幼兒園 合格 教師證 應該 申請
137,針對 民眾 反映 本市 聯營公車 車內 空調 不佳 案件 回 復 內容
129,內湖 垃圾山 挖出 許多 庶民 文物 保存 一座 舊 吊橋 橋墩
80,為何 臺北市 實施 自動駕駛 小巴 實驗 專案
61,承辦 單位 遺失 已 收文 編號 公文 時 應 處理
86,協議 成立 時 協議書 可不可以 作為 強制執行 名義
7,請問 自來水管 承裝商 情行 下應 重新 申請 籌設 許可 營業 許可
96,教育 財團法人 可否 成立 附屬 作業 組織 申請 流程 為何
3,發 現有 兒童 少年 含 發展 遲緩 身心障礙者 遭 遺棄 虐待 未受 適當 養育 照顧 長期 未 進食 生活 流浪 父母 主要 照顧 生病 入獄 需 緊急 安置
59,請問 勞資 會議 名冊 報備 問題 臺北市政府 局處 諮詢
9,敬老 愛心 愛心 陪伴 悠遊卡 遺失 應備何 文件 重新 辦理
77,請問 申請 團體 參訪 交流 活動 是否 接受 臨時 申請
43,死亡 登記 未在 日內 有何 罰則
135,請問 最多能 認養 幾隻 愛心 犬貓
71,街貓 友善 照護 TCCP 行動 方案
69,健保 領有 身心 殘障 手冊 健 保費 是不是 補助
19,補助 經濟 因素 繳交 營養午餐 學生 是否 提供 協助
115,民眾 參觀 內湖垃圾焚化廠 申請
100,請問 中山堂 有無 招募 志工
142,非法定 建物 空地 證明書 申請
61,本府 公務 車輛 購置 租賃 調派 管理 相關 規定
99,應 申請 商號 名稱 營業 務 預查 審查 費 為何
51,瓦斯行 販售 桶裝 瓦斯 容器 已 逾 檢驗 期限
38,臺北 水源 特定 區之 建築 主管機關 為何
60,機電 設施 裝設 捷運 月台 門有何 優點
115,液體 土壤改良劑 是否 焚化 廠 自行 製作 產 製
64,大陸 就學 就讀 教育部 採認 大陸 地區 大學校 院 正式 學歷 學校 科系 役男 返 臺後 應 辦理 出境 機關 申請 應填 申請書 表格 式 處理 時限
8,申請 榮譽 卡 後 憑卡 享有 優惠 方式
77,請問 寵物 進入 青發 處
87,台北 卡
125,道路 標線 下雨天 容易 導致 機車 騎士 打滑
16,審議 核定 提早 入 學者 未來 是否 直接 進入 國小 智能 資優 資源班
100,申請 中山堂 影視 拍攝
69,健保 係 第六類 保險 對象 區公所 參加 健保 目前 正逢 綜合 所得稅 申報 期間 須健 保費 繳納 証 明 辦理 列舉 扣除額 要向何 單位 索取
139,招標 文件 領取 方式 為何
138,我家 街道 野貓 不願 借用 誘貓 籠 可否 請 動物 援隊 過來 捕捉 或有 方式 辦理
46,何種 情況 下 納稅者 請求 納稅者 權利 保護 官 協助
109,土壤液化 容易 發生
43,辦理 性伴侶 註 記 之後 當事人 一方 申請 他方 戶籍謄本
8,申請 愛心 餐券 對象 為何
110,助 妳 好孕 每胎 萬元 生育 獎勵金 請問 證件 戶政事務所 領錢
68,請問 日內 火化 優免 措施 為何
40,校園霸凌 處理 流程 為何
0,文化局 設置 文化 海報 框 申請 海報 送到 張貼 審查 機制 為何 海報 貼
44,娛樂 稅的 課徵 標的
63,本府 機關 公務 出國 報告 繳交 期限 為何
118,辦理 借閱 證 需要 費用
78,南深 陸閘 關閉 時 市區 舊庄 車輛 改道 路線 為何
21,臺北市 有線電視 實施 分組 付費
91,幾家 便利商店 代收
68,富德 公墓 可供 申請 埋葬 一墓 位面 積多大
109,他的國 家 公開 類似 土壤液化 潛勢 圖
136,申請 工廠 登記 工廠 租賃 無法 取得 水費 申辦
35,電動機車 停車 免費 優惠 對象 為何
52,體育 活動 申請經費 補助 問答集
63,不太會 寫 Voting 提案 有人 協助
28,申請 都市計畫 現況 地形圖
86,公共設施 是否 需為 供 公共 使用 目的
75,醫事 人員 憑證 IC卡 過期 重新 辦理
96,補習班 停止 招生 停止 營業 申辦
34,捷運 公司 文宣 地圖 可供 索取 下載
104,請問 婦幼 安全 叫車 專線 為何
38,翡翠水庫 目前 淤積 情形
41,代償 債務 而持 債權人 開具 代償 證明 可否 稅捐稽徵 處 申請 查調 債務人 財產 所得 資料
52,屆 世界 跆拳道 品勢 錦標賽
52,運動 中心 歲修 進行 歲修 設施 進行 歲修
139,押 標金 履約保證 金 差額 保證金 保固 保證金 繳納 方式 為何
125,臺北市 道路 是否 幾米 寬度 規劃 紅 黃線
17,請問 參加 戒菸 班要 花錢
77,請問 青發 處有 研習 課程 營隊 參加 報名
128,請問 動物 認養 可將 動物 帶回 家養
12,市政 大樓 樓 中庭 市政 大樓 週邊 場地 市民廣場 辦理 租借
96,補習班 退費 規定 目前 是否 修正 規定
78,南深 陸閘 關閉 時 為何 禁止 四分溪 北側 防汛 道路 路邊 停車
58,水土保持 保證金 退還 辦理
48,六十歲 以上 駕照 審驗 要掛 一科
40,各校 校園霸凌 事件 確認 個案 之處 裡 程序 為何
139,得標 廠商 環保局 核對 正本 文件
64,國外 就學 役齡 前 歲 含 以後 出境 國外 就學 役男 未諳 法令 規定 返國 探親 度假 因未備 妥 經驗 證之在學 證明 無法 移民 署 辦理 出境 出國 就學
95,為何 收取 水源 保育 回饋 費 法源 依據 為何
47,駕駛 加班費 小時 支給 費額 計算
60,機電 設施 捷運系統 電 扶梯 是否 發生 倒 滑 事件
15,取得 臺北市 人口數 各項 統計資料
62,建物 合併 有何 限制 申請
5,臺北市政府社會局 補助 合作 托嬰 中心 提昇托育 服務 品質 補助 項目 金額
136,講習 日期 地點 為何 講習 一定 沒去
54,舉發 罰單 收不到
18,工程管理 捷運 為何 允許 半夜 施工
78,社子島 濕地 解說 小築 位於 是否 對外開放 參觀
44,採 彙總 繳納 印花稅 逾期 繳納 處罰
95,每度 水 排放 二氧化碳 約 當量 計算公式
46,納稅 義務人 稅捐稽徵 機關 核定 稅額 或罰 鍰 處分 不服 申請 復 查時 應 檢附 資料
93,公辦 實施辦法 立法 意旨 為何
74,申請 人行道 認養 有否 限制 申請人 規定
34,捷運系統 旅客 禁止 飲食 規定 範圍 為何 是否 相關 取締 宣導 措施
68,殯儀館 提供 禮堂 使用 時間 多久
113,復康巴士 各障 等級 訂車 時間 為何
37,交通 維持 捷運 信義線 東延段 主要 工程 內容 特色 為何
121,機關 人事 報名 時 輸入 身分證 字號 為何 很久 帶出 學員 資訊
98,車輛 已 出售 新 車主 卻 拒不 辦理 過戶 交通 違規 案件
19,第三胎 教育 補助金 領取 方式
140,民眾 參與 木柵 垃圾 焚化 廠 廢棄物 進廠 檢查 作業 注意事項
139,得標 廠商 環保局 核對 正本 文件
75,私立 醫療機構 變更 負責 醫師 辦理
12,市政 大樓 各項 設備 報修 分機 號碼 為何
127,咬傷 後 免疫治療 程序 為何
72,健保 請 說明 出國 停 復 保 相關 規定
46,駁回 申請 退還 溢繳 稅款 不服 可否 逕行 提起 訴願
38,翡翠水庫 是否 釣魚 捕 撈 魚 行駛 船筏 浮具 放生 從事 水上 活動 行為
121,局處 訓練 業務 承辦人 忘記 密碼
30,標線 型 人行道 遇到 停車場 出入口 因應
70,公車 停靠 區 停靠 大眾 公車 外 還可 停靠 車種 校車 遊覽車
82,事業廢棄物 清理 計畫 書 填報 提送 審查
132,何謂 消費 爭議 消費者 發生 不動產 消費 爭議 申訴
92,檢舉 製造 髒亂 污染 行為 需要 留下 檢舉人 資料
4,可否 提供 社會局 預決算 數
129,環境保護局 廢棄物 處理 場內 設置 山豬窟 游泳池 交通 問題
74,申請 人行道 認養 有否 限制 申請人 規定
97,領取 地上 物 補償費 辦理
47,退休 職 公 政 務 人員 亡故 後 其原 儲存 一次 退休 職 金及 公保 養老 給付 優惠存款 得否 續存 規定
53,申請 臺北市 勞工 職業災害 慰問 資格 為何
106,迪化 廠 生水 可作 用途 是否 人體 接觸
36,請問 交通事故 處理 流程 肇事 鑑定 流程 為何
90,我要 辦理 藝文 推廣 處 大稻埕戲苑 會員卡 優惠
70,公車 分段 點 決定 依據 為何
15,取得 臺北市 人口數 各項 統計資料
68,何謂 禮堂 善後處理 費
107,數位 學生證 規劃 試辦 目前 辦理 情形
24,勞資爭議 當事人 仲裁 期間 達成 和解 應該 處理
108,進入 關渡 北投石自然保留區 是否 申請
8,報名 成為 志工
121,公務人員 訓練 處所 開辦 自費 班期 假日 英語 工作坊 夜間 英日 韓語 班 索取 收據
120,小朋友 未滿 足歲 可否 入學
145,臺北市立美術館 何種 活動 專為 高中生 量身 打造
107,簡訊 發送 服務 幾種
45,申請 貸款 利息 補貼
119,有證 攤販 申請 變更 許可證 名義 營業 地點 營業項目 應 準備 資料
